teacherid,year,mathscore,numaides,treatment,schoolid,grade,yr1_treatment
50156,2008,1121.952,2,1,20,5,2012
50157,2008,1198.419,2,1,21,5,2008
50158,2008,1091.667,2,0,21,5,0
50159,2008,998.4615,2,0,21,5,0
50160,2008,1138.296,2,1,21,5,2011
50161,2008,1159.567,2,1,21,5,2012
50162,2008,1120,2,1,21,5,2008
50163,2008,1178.516,2,0,21,5,0
50164,2008,1150.407,2,0,22,5,0
50165,2008,1176.826,4,1,22,5,2007
50166,2008,1153.619,2,0,22,5,0
50167,2008,1140.696,2,0,22,5,0
50168,2008,1085.688,2,1,22,5,2010
50169,2008,962.4667,2,0,22,5,0
50170,2008,1130.148,2,0,23,5,0
50171,2008,1136.391,2,0,23,5,0
50172,2008,1104.903,2,0,23,5,0
50173,2008,1231.621,4,1,23,5,2006
50174,2008,1107.25,2,0,24,5,0
50175,2008,1109.688,2,0,24,5,0
50176,2008,1208.862,2,0,24,5,0
50177,2008,1048.276,2,0,24,5,0
50178,2008,1181.87,4,1,24,5,2005
50179,2008,1158.36,2,0,24,5,0
50180,2008,1124.64,4,1,24,5,2005
50181,2008,1099.531,4,1,25,5,2006
50182,2008,1100.083,2,0,25,5,0
50183,2008,1086.318,2,0,25,5,0
50184,2008,1138.696,2,0,25,5,0
50185,2008,1211.613,2,0,25,5,0
50186,2008,1119.583,4,1,26,5,2007
50187,2008,1208.387,2,0,26,5,0
50188,2008,1117.563,4,1,26,5,2004
50189,2008,1131.688,2,1,26,5,2012
50190,2008,1146.269,2,0,26,5,0
50191,2008,1175.083,2,1,27,5,2012
50192,2008,1153.207,2,0,27,5,0
50193,2008,1290.1,4,1,27,5,2007
50194,2008,1110.615,2,0,27,5,0
50195,2008,1246.19,4,1,27,5,2007
50196,2008,1210.594,4,1,27,5,2006
50197,2008,1205.75,2,1,27,5,2008
50198,2008,1231.762,2,0,28,5,0
50199,2008,1126.552,2,0,28,5,0
50200,2008,1110.625,2,1,28,5,2012
50201,2008,1076.957,2,1,28,5,2008
50202,2008,1100.84,2,0,28,5,0
50203,2008,991.1379,2,0,28,5,0
50204,2008,1068.323,2,1,29,5,2008
50205,2008,1184.417,2,0,29,5,0
50206,2008,1241.217,4,1,29,5,2007
50207,2008,1171.133,2,1,29,5,2010
50208,2008,1201.469,4,1,30,5,2006
50209,2008,1204.115,2,0,30,5,0
50210,2008,1131.318,2,0,30,5,0
50211,2008,1110.63,2,0,30,5,0
50212,2008,1179.571,2,1,30,5,2012
50213,2008,1190.609,2,0,30,5,0
50214,2008,1082.556,2,1,30,5,2008
50215,2008,1190.72,2,0,31,5,0
50216,2008,1219.75,2,1,31,5,2009
50217,2008,1018,2,0,31,5,0
50218,2008,1157.826,4,1,31,5,2006
50219,2008,1183.87,2,0,31,5,0
50220,2008,1233.846,4,1,31,5,2006
50221,2008,1074.571,2,0,32,5,0
50222,2008,1111.774,2,0,32,5,0
50223,2008,1301.929,4,1,32,5,2007
50224,2008,1084.619,2,1,32,5,2011
50225,2008,1129,2,0,32,5,0
50226,2008,1134.806,2,0,32,5,0
50227,2008,1180.29,2,1,32,5,2012
50228,2008,1237.76,2,1,33,5,2011
50229,2008,1068.138,2,0,33,5,0
50230,2008,1059.931,2,0,33,5,0
50231,2008,1106.852,2,0,33,5,0
50232,2008,1151.571,4,1,33,5,2006
50233,2008,1225.926,2,0,34,5,0
50234,2008,1235.367,2,0,34,5,0
50235,2008,1148.161,2,1,34,5,2008
50236,2008,1136.667,2,0,34,5,0
50237,2008,1137.133,2,0,34,5,0
50238,2008,1105.533,2,0,35,5,0
50239,2008,1081.476,2,0,35,5,0
50240,2008,1075.083,2,0,35,5,0
50241,2008,1115.963,2,0,35,5,0
50242,2008,1218.346,2,1,35,5,2009
50243,2008,1053.438,2,0,35,5,0
50244,2008,1161.833,2,1,35,5,2008
50245,2008,1156.227,4,1,36,5,2006
50246,2008,1246.435,2,1,36,5,2011
50247,2008,1175.281,3,1,36,5,2006
50248,2008,1211.708,2,0,36,5,0
50249,2008,1105.862,2,0,37,5,0
50250,2008,1071.56,2,0,37,5,0
50251,2008,1045.96,4,1,37,5,2007
50252,2008,1069.833,2,0,37,5,0
50253,2008,1067.688,2,1,37,5,2012
50254,2008,1246.548,4,1,38,5,2004
50255,2008,1212.333,4,1,38,5,2005
50256,2008,1236.286,2,1,38,5,2008
50257,2008,1135.962,4,1,38,5,2004
50258,2008,1209.739,2,0,38,5,0
50259,2008,974.1,2,0,38,5,0
50260,2008,1128.828,4,1,38,5,2004
50261,2008,1229.107,4,1,39,5,2006
50262,2008,1122.071,2,1,39,5,2011
50263,2008,1248.571,2,0,39,5,0
50264,2008,1161.786,2,1,39,5,2008
50265,2008,1278,2,1,39,5,2009
50266,2008,1182.593,2,1,40,5,2009
50267,2008,1124.12,2,1,40,5,2012
50268,2008,1152.194,2,0,40,5,0
50269,2008,1178,4,1,40,5,2007
50270,2008,1193.214,4,1,40,5,2005
50271,2008,1210.773,4,1,40,5,2006
50272,2008,1174.323,2,1,41,5,2012
50273,2008,1153.143,2,0,41,5,0
50274,2008,1166.76,2,0,41,5,0
50275,2008,1009.6,2,0,41,5,0
50276,2008,1136.739,2,1,41,5,2010
50277,2008,1172.64,2,0,42,5,0
50278,2008,1067.958,2,0,42,5,0
50279,2008,987.2609,4,1,42,5,2006
50280,2008,1106.138,2,0,42,5,0
50281,2008,1133.259,2,1,43,5,2010
50282,2008,1158.692,2,0,43,5,0
50283,2008,1206.933,2,1,43,5,2011
50284,2008,1212.292,2,1,43,5,2010
50285,2008,1176.87,4,1,43,5,2006
50286,2008,1240.24,2,1,43,5,2009
50287,2008,1260.87,4,1,43,5,2005
50288,2008,1128.12,2,0,44,5,0
50289,2008,1136.643,4,1,44,5,2004
50290,2008,1122.567,2,0,44,5,0
50291,2008,1116.926,2,0,44,5,0
30001,2009,1001.429,4,1,1,3,2008
30002,2009,1214.75,4,1,2,3,2004
30003,2009,1140.417,2,0,3,3,0
30004,2009,1164.36,2,0,4,3,0
30005,2009,1063.267,2,0,5,3,0
30006,2009,1147.227,2,0,6,3,0
30007,2009,1130.091,2,1,7,3,2012
30008,2009,1219.63,2,1,8,3,2010
30009,2009,1170.774,2,1,9,3,2010
30010,2009,1157.905,2,0,10,3,0
30011,2009,1200.414,4,1,11,3,2005
30012,2009,1101.192,2,0,12,3,0
30013,2009,1080.625,4,1,13,3,2005
30014,2009,1086.571,4,1,14,3,2007
30015,2009,1128.52,2,1,15,3,2011
30016,2009,1172.032,2,1,16,3,2011
30017,2009,1266.406,2,0,17,3,0
30018,2009,1155.76,2,1,18,3,2012
30019,2009,1102.769,2,0,19,3,0
30020,2009,1104.704,4,1,20,3,2006
30021,2009,1154.464,2,0,21,3,0
30022,2009,1253.32,3,1,22,3,2007
30023,2009,1279,4,1,23,3,2004
30024,2009,1004.467,4,1,24,3,2008
30025,2009,1159.273,2,0,25,3,0
30026,2009,1092.08,4,1,26,3,2004
30027,2009,1120.452,2,1,27,3,2012
30028,2009,1075.042,2,0,28,3,0
30029,2009,1166.464,2,1,29,3,2009
30030,2009,1222.75,4,1,30,3,2006
30031,2009,1225.524,2,0,31,3,0
30032,2009,1143.591,4,1,32,3,2007
30033,2009,1153.136,4,1,33,3,2006
30034,2009,1123.333,2,0,34,3,0
30035,2009,1108.682,4,1,35,3,2005
30036,2009,1176.286,4,1,36,3,2008
30037,2009,1139.952,2,0,37,3,0
30038,2009,1259.591,4,1,38,3,2007
30039,2009,1097.12,2,0,39,3,0
30040,2009,1163.964,4,1,40,3,2008
30041,2009,1126.769,4,1,41,3,2008
30042,2009,1123.333,2,1,42,3,2010
30043,2009,1228.13,4,1,43,3,2007
30044,2009,1200.182,4,1,44,3,2008
30045,2009,1192,4,1,1,3,2007
30046,2009,1133.409,2,0,1,3,0
30047,2009,1120.633,2,0,1,3,0
30048,2009,1205.36,4,1,1,3,2005
30049,2009,1243.071,4,1,1,3,2004
30050,2009,1304.407,4,1,1,3,2007
30051,2009,1155.931,4,1,1,3,2006
30052,2009,1212.065,2,1,2,3,2012
30053,2009,1118.519,2,1,2,3,2010
30054,2009,1011.467,2,0,2,3,0
30055,2009,1171.4,2,0,2,3,0
30056,2009,1183.935,2,0,3,3,0
30057,2009,1155.476,2,0,3,3,0
30058,2009,1028.81,2,0,3,3,0
30059,2009,983.913,2,0,3,3,0
30060,2009,1142.5,2,0,3,3,0
30061,2009,1212.19,4,1,3,3,2005
30062,2009,1106.344,4,1,4,3,2007
30063,2009,1246.133,4,1,4,3,2004
30064,2009,1195.688,4,1,4,3,2005
30065,2009,1087.192,2,0,4,3,0
30066,2009,1084.042,2,0,4,3,0
30067,2009,1120.625,2,0,4,3,0
30068,2009,1103.5,4,1,4,3,2006
30069,2009,1102.065,2,1,5,3,2010
30070,2009,1047.333,2,0,5,3,0
30071,2009,1154.5,4,1,5,3,2007
30072,2009,1105.313,2,0,5,3,0
30073,2009,1183.783,4,1,6,3,2005
30074,2009,1148.381,2,0,6,3,0
30075,2009,1259.161,4,1,6,3,2008
30076,2009,1126.414,4,1,6,3,2006
30077,2009,896.4445,2,0,6,3,0
30078,2009,1019.762,4,1,7,3,2005
30079,2009,1104.227,2,0,7,3,0
30080,2009,1136.045,4,1,7,3,2007
30081,2009,1111.429,5,1,7,3,2004
30082,2009,1124.844,2,1,7,3,2011
30083,2009,1202.75,2,1,8,3,2010
30084,2009,1054.742,2,0,8,3,0
30085,2009,1118.846,2,0,8,3,0
30086,2009,1170.609,2,1,8,3,2009
30087,2009,1154.387,2,0,8,3,0
30088,2009,1068.88,2,0,8,3,0
30089,2009,1214.381,4,1,9,3,2006
30090,2009,1059.87,2,1,9,3,2010
30091,2009,1195.926,2,1,9,3,2012
30092,2009,1165.966,2,1,9,3,2012
30093,2009,1368.346,2,1,9,3,2011
30094,2009,1124.269,2,0,9,3,0
30095,2009,1143.667,2,1,9,3,2011
30096,2009,1021.926,2,0,10,3,0
30097,2009,1144,2,0,10,3,0
30098,2009,1081.12,2,0,10,3,0
30099,2009,1155.435,2,0,10,3,0
30100,2009,1077.423,2,0,10,3,0
30101,2009,1120.217,2,0,10,3,0
30102,2009,1073.889,2,0,10,3,0
30103,2009,1147.433,2,1,11,3,2009
30104,2009,1158.36,4,1,11,3,2007
30105,2009,1125.8,2,0,11,3,0
30106,2009,1207.903,2,1,11,3,2009
30107,2009,1070.833,2,0,11,3,0
30108,2009,1054.593,2,0,11,3,0
30109,2009,1111.857,4,1,12,3,2007
30110,2009,1187.258,4,1,12,3,2005
30111,2009,1159.429,2,0,12,3,0
30112,2009,1069.92,2,0,12,3,0
30113,2009,1132.655,2,1,12,3,2009
30114,2009,1047.871,2,0,13,3,0
30115,2009,907.1667,2,0,13,3,0
30116,2009,1072.524,2,0,13,3,0
30117,2009,1101.818,2,0,13,3,0
30118,2009,1046.136,2,0,14,3,0
30119,2009,1147.038,2,1,14,3,2011
30120,2009,1011.792,2,0,14,3,0
30121,2009,1107.269,2,0,14,3,0
30122,2009,1073.968,2,1,14,3,2009
30123,2009,1187.44,2,0,15,3,0
30124,2009,1149.357,2,0,15,3,0
30125,2009,1094.156,2,0,15,3,0
30126,2009,1155.542,2,0,15,3,0
30127,2009,1194.75,2,0,15,3,0
30128,2009,1257.407,4,1,15,3,2008
30129,2009,1163.957,2,1,16,3,2009
30130,2009,1130.208,2,0,16,3,0
30131,2009,1158.045,2,0,16,3,0
30132,2009,1160.452,2,0,16,3,0
30133,2009,1186.556,4,1,17,3,2006
30134,2009,1144.469,2,0,17,3,0
30135,2009,1147.773,2,1,17,3,2011
30136,2009,1225.781,2,0,17,3,0
30137,2009,1198.677,4,1,17,3,2005
30138,2009,1259.065,4,1,17,3,2005
30139,2009,1104.536,4,1,18,3,2007
30140,2009,1150.538,2,1,18,3,2009
30141,2009,1208.577,2,0,18,3,0
30142,2009,1032.5,2,0,18,3,0
30143,2009,1194.516,2,1,18,3,2011
30144,2009,1213.188,2,0,19,3,0
30145,2009,1097.88,2,1,19,3,2011
30146,2009,1139.536,2,0,19,3,0
30147,2009,1184.2,2,1,19,3,2012
30148,2009,1010.593,2,0,19,3,0
30149,2009,1240.043,2,0,19,3,0
30150,2009,1067.556,2,0,20,3,0
30151,2009,1122.333,4,1,20,3,2006
30152,2009,992.56,4,1,20,3,2007
30153,2009,1075.636,2,0,20,3,0
30154,2009,1168.87,4,1,20,3,2004
30155,2009,1106.636,4,1,20,3,2008
30156,2009,1118,2,1,21,3,2011
30157,2009,1133.667,2,1,21,3,2012
30158,2009,1109.81,2,1,21,3,2010
30159,2009,1199.414,4,1,21,3,2005
30160,2009,1114.286,2,1,21,3,2010
30161,2009,1174.133,2,0,21,3,0
30162,2009,1034.815,2,1,21,3,2012
30163,2009,1079.786,2,0,22,3,0
30164,2009,1203.81,2,0,22,3,0
30165,2009,1206.346,4,1,22,3,2005
30166,2009,1100.1,2,0,22,3,0
30167,2009,1219.64,2,1,22,3,2012
30168,2009,1039.742,2,0,22,3,0
30169,2009,1081.84,2,0,23,3,0
30170,2009,1243.381,4,1,23,3,2006
30171,2009,1122.885,2,0,23,3,0
30172,2009,1046.905,2,0,23,3,0
30173,2009,1217.034,4,1,24,3,2006
30174,2009,1186.531,4,1,24,3,2007
30175,2009,1099.806,2,0,24,3,0
30176,2009,1070.091,4,1,24,3,2004
30177,2009,1027.087,2,0,24,3,0
30178,2009,1068.071,2,0,25,3,0
30179,2009,1156.533,2,0,25,3,0
30180,2009,1243.619,4,1,25,3,2005
30181,2009,1148.727,2,0,25,3,0
30182,2009,1203.167,2,0,25,3,0
30183,2009,1245.409,4,1,25,3,2007
30184,2009,1077.31,2,0,26,3,0
30185,2009,1163.767,4,1,26,3,2004
30186,2009,1144.7,4,1,26,3,2006
30187,2009,1081.344,2,0,26,3,0
30188,2009,1079.957,2,1,26,3,2012
30189,2009,1243.452,2,0,26,3,0
30190,2009,1076.091,2,0,26,3,0
30191,2009,1085.708,2,1,27,3,2010
30192,2009,1171.261,2,1,27,3,2010
30193,2009,1162.08,2,1,27,3,2012
30194,2009,1012.292,2,0,27,3,0
30195,2009,1125.821,2,0,27,3,0
30196,2009,1145.931,4,1,27,3,2004
30197,2009,971.3125,2,0,28,3,0
30198,2009,1067.323,2,0,28,3,0
30199,2009,1301.458,4,1,28,3,2008
30200,2009,1145.36,2,0,28,3,0
30201,2009,1042.536,2,0,28,3,0
30202,2009,1235.333,2,0,29,3,0
30203,2009,1214.52,4,1,29,3,2004
30204,2009,1242.969,4,1,29,3,2004
30205,2009,1238.897,4,1,29,3,2008
30206,2009,1167.323,2,1,29,3,2009
30207,2009,1189.167,2,0,29,3,0
30208,2009,1169.5,4,1,30,3,2006
30209,2009,1122.19,2,1,30,3,2009
30210,2009,1109.129,2,0,30,3,0
30211,2009,1074.429,2,0,30,3,0
30212,2009,1056.13,2,0,31,3,0
30213,2009,1033.774,2,0,31,3,0
30214,2009,1154.478,2,0,31,3,0
30215,2009,1020.286,2,0,31,3,0
30216,2009,989,2,0,31,3,0
30217,2009,1182.81,4,1,31,3,2006
30218,2009,1026.308,2,0,31,3,0
30219,2009,1276.545,4,1,32,3,2007
30220,2009,1174.538,4,1,32,3,2004
30221,2009,1191.3,2,0,32,3,0
30222,2009,1185.2,2,1,32,3,2011
30223,2009,1187.6,2,0,32,3,0
30224,2009,1111.391,2,0,32,3,0
30225,2009,1152.3,4,1,32,3,2004
30226,2009,1116.571,2,0,33,3,0
30227,2009,1129.167,4,1,33,3,2005
30228,2009,1133.258,2,1,33,3,2011
30229,2009,1118.156,2,0,33,3,0
30230,2009,1245.074,2,1,33,3,2012
30231,2009,1096.25,2,0,33,3,0
30232,2009,1035.483,2,0,34,3,0
30233,2009,1165.095,2,0,34,3,0
30234,2009,1074.393,2,0,34,3,0
30235,2009,1174.759,2,0,34,3,0
30236,2009,1096.96,2,1,34,3,2009
30237,2009,1121.125,4,1,35,3,2007
30238,2009,1217.682,4,1,35,3,2008
30239,2009,1147.69,2,0,35,3,0
30240,2009,1098.714,2,0,35,3,0
30241,2009,1098.75,2,0,35,3,0
30242,2009,1226.033,2,1,35,3,2012
30243,2009,1010.724,2,0,36,3,0
30244,2009,1145.219,2,0,36,3,0
30245,2009,1137.84,4,1,36,3,2006
30246,2009,1076.345,2,0,36,3,0
30247,2009,1067.667,2,1,36,3,2012
30248,2009,951.5652,2,0,36,3,0
30249,2009,1097.154,4,1,36,3,2006
30250,2009,1032.25,2,1,37,3,2009
30251,2009,1065.125,4,1,37,3,2008
30252,2009,1092.645,2,0,37,3,0
30253,2009,1117.385,4,1,37,3,2004
30254,2009,1123.731,2,0,38,3,0
30255,2009,1128.481,2,0,38,3,0
30256,2009,1237.793,4,1,38,3,2007
30257,2009,1052.111,2,0,38,3,0
30258,2009,1133.5,2,0,38,3,0
30259,2009,1235.87,4,1,38,3,2007
30260,2009,1159.042,2,1,38,3,2010
30261,2009,1170.679,2,1,39,3,2012
30262,2009,1078.64,2,0,39,3,0
30263,2009,1160.333,2,0,39,3,0
30264,2009,1070,2,0,39,3,0
30265,2009,1138.893,2,0,40,3,0
30266,2009,1120.667,2,0,40,3,0
30267,2009,1171.563,2,1,40,3,2010
30268,2009,1093.409,2,0,40,3,0
30269,2009,1124.469,2,0,41,3,0
30270,2009,1114.167,4,1,41,3,2005
30271,2009,1062.25,2,0,41,3,0
30272,2009,1177.619,4,1,41,3,2004
30273,2009,1034,2,0,41,3,0
30274,2009,1316.8,2,1,41,3,2009
30275,2009,1121.429,2,0,41,3,0
30276,2009,1090.065,2,0,42,3,0
30277,2009,1117.957,4,1,42,3,2007
30278,2009,1093.625,2,0,42,3,0
30279,2009,1175.464,2,0,42,3,0
30280,2009,1101.63,2,1,43,3,2011
30281,2009,1025.591,2,0,43,3,0
30282,2009,1094.478,4,1,43,3,2004
30283,2009,1167.688,2,0,43,3,0
30284,2009,1097.24,2,1,43,3,2011
30285,2009,1163.71,2,1,43,3,2012
30286,2009,1099.808,2,0,44,3,0
30287,2009,1128.281,2,0,44,3,0
30288,2009,1193.968,2,1,44,3,2009
30289,2009,1217.92,4,1,44,3,2006
30290,2009,1088.563,2,0,44,3,0
30291,2009,1123.636,2,0,44,3,0
40001,2009,1117.083,2,0,1,4,0
40002,2009,1270.364,2,1,2,4,2011
40003,2009,1200.125,2,0,3,4,0
40004,2009,1252.1,2,1,4,4,2011
40005,2009,1066.375,2,0,5,4,0
40006,2009,1051.667,2,0,6,4,0
40007,2009,1162.156,2,0,7,4,0
40008,2009,1106.87,4,1,8,4,2005
40009,2009,1251.962,2,0,9,4,0
40010,2009,1227.857,2,0,10,4,0
40011,2009,1134.407,2,0,11,4,0
40012,2009,1161.069,4,1,12,4,2008
40013,2009,1054.476,2,0,13,4,0
40014,2009,1071.905,2,1,14,4,2012
40015,2009,1177.063,2,1,15,4,2010
40016,2009,1172.619,4,1,16,4,2006
40017,2009,1275.5,4,1,17,4,2005
40018,2009,1091.25,2,0,18,4,0
40019,2009,1173.652,2,0,19,4,0
40020,2009,1120.594,2,1,20,4,2009
40021,2009,1182.48,2,0,21,4,0
40022,2009,1187.111,2,0,22,4,0
40023,2009,1160.462,2,1,23,4,2012
40024,2009,1090.136,2,1,24,4,2010
40025,2009,1175.524,2,1,25,4,2009
40026,2009,1140.84,2,0,26,4,0
40027,2009,1054.905,2,0,27,4,0
40028,2009,879.8214,2,0,28,4,0
40029,2009,1129.067,2,0,29,4,0
40030,2009,956.5217,2,0,30,4,0
40031,2009,1153.524,2,1,31,4,2012
40032,2009,974.069,2,0,32,4,0
40033,2009,1130.19,2,0,33,4,0
40034,2009,1112.844,4,1,34,4,2005
40035,2009,1162.833,2,1,35,4,2010
40036,2009,1148.81,2,0,36,4,0
40037,2009,1130.469,2,0,37,4,0
40038,2009,1230.556,4,1,38,4,2006
40039,2009,1153.625,4,1,39,4,2007
40040,2009,1032.727,2,0,40,4,0
40041,2009,1221.2,4,1,41,4,2007
40042,2009,1135.29,2,0,42,4,0
40043,2009,1131.625,2,0,43,4,0
40044,2009,919.1852,2,0,44,4,0
40045,2009,1220.227,2,0,1,4,0
40046,2009,1123.214,2,0,1,4,0
40047,2009,1166.714,2,0,1,4,0
40048,2009,1197.448,4,1,1,4,2008
40049,2009,1084.708,2,1,1,4,2009
40050,2009,1062.864,2,0,1,4,0
40051,2009,1136.381,4,1,1,4,2006
40052,2009,1182.963,2,1,2,4,2010
40053,2009,1103.826,4,1,2,4,2006
40054,2009,1138.645,2,1,2,4,2010
40055,2009,1191.258,2,0,2,4,0
40056,2009,1200.478,4,1,2,4,2004
40057,2009,1261.4,2,1,2,4,2012
40058,2009,1313.75,2,1,3,4,2012
40059,2009,1204.833,2,1,3,4,2009
40060,2009,1228.381,2,1,3,4,2009
40061,2009,1118.955,2,0,3,4,0
40062,2009,1162.615,2,1,3,4,2010
40063,2009,959.6,2,0,3,4,0
40064,2009,1153.276,2,0,3,4,0
40065,2009,1102.143,2,0,4,4,0
40066,2009,1095.448,2,0,4,4,0
40067,2009,1226.905,2,0,4,4,0
40068,2009,1195.68,4,1,4,4,2006
40069,2009,1148.935,4,1,4,4,2004
40070,2009,1154.682,2,1,4,4,2010
40071,2009,1194.769,2,0,4,4,0
40072,2009,1224.429,4,1,5,4,2006
40073,2009,1112.258,2,0,5,4,0
40074,2009,1151.516,2,0,5,4,0
40075,2009,1170.045,2,0,5,4,0
40076,2009,1184,2,0,5,4,0
40077,2009,1141.367,4,1,6,4,2008
40078,2009,1054.167,2,0,6,4,0
40079,2009,1135.231,2,0,6,4,0
40080,2009,1038.333,2,1,6,4,2011
40081,2009,1217.387,2,0,7,4,0
40082,2009,1229.156,4,1,7,4,2006
40083,2009,1108.68,2,0,7,4,0
40084,2009,1035.4,2,0,7,4,0
40085,2009,1131.909,2,0,7,4,0
40086,2009,1198.25,2,0,8,4,0
40087,2009,1086.286,2,0,8,4,0
40088,2009,1118.773,2,0,8,4,0
40089,2009,1163.636,2,1,8,4,2012
40090,2009,1111.739,4,1,8,4,2005
40091,2009,1110.129,2,0,8,4,0
40092,2009,1160.724,2,0,9,4,0
40093,2009,1220.077,2,1,9,4,2011
40094,2009,1038.667,2,0,9,4,0
40095,2009,1234.655,2,1,9,4,2009
40096,2009,1155.406,2,0,9,4,0
40097,2009,1241.138,4,1,9,4,2005
40098,2009,1234.286,2,0,9,4,0
40099,2009,1098.935,4,1,10,4,2004
40100,2009,1119.091,4,1,10,4,2004
40101,2009,1130.032,2,0,10,4,0
40102,2009,1097.783,2,0,10,4,0
40103,2009,1069.926,4,1,11,4,2008
40104,2009,1114.318,2,0,11,4,0
40105,2009,1207.318,2,0,11,4,0
40106,2009,1091.276,4,1,11,4,2007
40107,2009,1118.609,2,0,11,4,0
40108,2009,988.6522,2,0,12,4,0
40109,2009,1002.385,2,0,12,4,0
40110,2009,1127.889,4,1,12,4,2007
40111,2009,1159,2,0,12,4,0
40112,2009,1073,4,1,12,4,2006
40113,2009,1153.885,2,0,13,4,0
40114,2009,1041.12,2,0,13,4,0
40115,2009,1197.923,2,0,13,4,0
40116,2009,1086.833,2,0,13,4,0
40117,2009,1067.091,2,0,14,4,0
40118,2009,1043.652,2,1,14,4,2011
40119,2009,1139.13,2,0,14,4,0
40120,2009,1244.964,4,1,14,4,2006
40121,2009,1118.667,2,0,14,4,0
40122,2009,1122.893,4,1,14,4,2007
40123,2009,1087.429,2,0,14,4,0
40124,2009,1134.125,2,1,15,4,2010
40125,2009,1164.821,4,1,15,4,2004
40126,2009,1269.958,2,1,15,4,2009
40127,2009,1151.923,2,1,15,4,2009
40128,2009,1140.826,2,1,15,4,2009
40129,2009,1044.625,5,1,15,4,2008
40130,2009,1227.762,2,1,15,4,2010
40131,2009,1055.594,2,0,16,4,0
40132,2009,1082.043,2,1,16,4,2012
40133,2009,1090.48,4,1,16,4,2007
40134,2009,1092.125,4,1,16,4,2005
40135,2009,1042.792,4,1,16,4,2006
40136,2009,1061.4,2,0,17,4,0
40137,2009,1183.103,2,1,17,4,2011
40138,2009,1140.63,2,0,17,4,0
40139,2009,1174.219,2,0,17,4,0
40140,2009,1166.923,4,1,17,4,2008
40141,2009,1172.8,2,0,17,4,0
40142,2009,1223.875,2,1,18,4,2009
40143,2009,952.9286,2,1,18,4,2009
40144,2009,1179.048,2,0,18,4,0
40145,2009,982.25,4,1,18,4,2004
40146,2009,1026.355,2,0,18,4,0
40147,2009,1103.12,2,1,18,4,2011
40148,2009,1151.032,2,1,19,4,2011
40149,2009,1053.481,2,0,19,4,0
40150,2009,1166.185,2,0,19,4,0
40151,2009,1097.133,2,0,19,4,0
40152,2009,1127.5,2,0,19,4,0
40153,2009,1075.955,4,1,20,4,2004
40154,2009,1009.355,2,0,20,4,0
40155,2009,1050.318,2,0,20,4,0
40156,2009,1137.185,4,1,20,4,2006
40157,2009,1262.031,4,1,21,4,2004
40158,2009,1084.696,2,0,21,4,0
40159,2009,1294.792,4,1,21,4,2006
40160,2009,1001.536,2,0,21,4,0
40161,2009,1097,2,1,21,4,2010
40162,2009,1241.636,4,1,22,4,2007
40163,2009,1236.8,2,0,22,4,0
40164,2009,1159.536,4,1,22,4,2008
40165,2009,1135.458,4,1,22,4,2004
40166,2009,1116.783,2,0,22,4,0
40167,2009,1274.645,4,1,22,4,2008
40168,2009,1120.828,2,0,23,4,0
40169,2009,992,2,0,23,4,0
40170,2009,1154.308,2,0,23,4,0
40171,2009,1175.833,4,1,23,4,2008
40172,2009,1151.857,2,0,23,4,0
40173,2009,1188.913,2,0,23,4,0
40174,2009,1118.833,2,0,24,4,0
40175,2009,1218.52,2,0,24,4,0
40176,2009,1163.125,2,0,24,4,0
40177,2009,1064.571,2,0,24,4,0
40178,2009,1198.407,2,0,25,4,0
40179,2009,1202.625,4,1,25,4,2005
40180,2009,1244.448,4,1,25,4,2005
40181,2009,1174.481,4,1,25,4,2005
40182,2009,1150.519,2,0,25,4,0
40183,2009,1088.577,2,0,25,4,0
40184,2009,1110.625,2,0,26,4,0
40185,2009,1115.933,2,0,26,4,0
40186,2009,1187.581,2,1,26,4,2011
40187,2009,1106.452,2,0,26,4,0
40188,2009,1234.333,4,1,26,4,2008
40189,2009,1136.846,4,1,27,4,2007
40190,2009,1140.828,2,0,27,4,0
40191,2009,1204.045,2,1,27,4,2011
40192,2009,1244.833,4,1,27,4,2006
40193,2009,1164.241,4,1,28,4,2008
40194,2009,1059,4,1,28,4,2004
40195,2009,1115.333,2,1,28,4,2010
40196,2009,1196.037,4,1,28,4,2005
40197,2009,1034.719,2,0,28,4,0
40198,2009,1164.5,2,0,28,4,0
40199,2009,992.5555,2,0,28,4,0
40200,2009,1226.414,2,1,29,4,2009
40201,2009,1092.333,2,0,29,4,0
40202,2009,1121.714,2,0,29,4,0
40203,2009,1035.6,2,0,29,4,0
40204,2009,1096.042,2,0,29,4,0
40205,2009,975.5555,2,0,30,4,0
40206,2009,1069.375,2,1,30,4,2012
40207,2009,1057.462,2,0,30,4,0
40208,2009,961.16,2,0,30,4,0
40209,2009,1237.238,2,0,30,4,0
40210,2009,1090,4,1,30,4,2005
40211,2009,1066.308,4,1,30,4,2004
40212,2009,1078.406,4,1,31,4,2006
40213,2009,1093.208,4,1,31,4,2008
40214,2009,1006.656,2,1,31,4,2010
40215,2009,950,2,0,31,4,0
40216,2009,1139.957,2,1,32,4,2010
40217,2009,971.1429,2,0,32,4,0
40218,2009,1116.481,4,1,32,4,2004
40219,2009,962.5484,4,1,32,4,2006
40220,2009,1009.267,2,0,33,4,0
40221,2009,1127.885,2,0,33,4,0
40222,2009,1117.571,2,0,33,4,0
40223,2009,1141.8,2,0,33,4,0
40224,2009,1036.567,2,0,33,4,0
40225,2009,1136.185,2,0,34,4,0
