S,compulsoryS,female,xpr,xpr2,lnearn
11,11,1,3.575318,12.7829,8.956234
15,9,0,24.58674,604.5076,4.362464
16,9,0,13.60349,185.0549,7.105579
16,11,0,15.47471,239.4666,8.306847
14,10,1,33.39395,1115.156,2.667344
14,9,1,33.53714,1124.74,2.392823
18,9,0,21.4807,461.4206,6.293245
12,12,1,32.35297,1046.715,4.339199
14,9,1,19.61645,384.8049,7.822238
15,11,1,20.86345,435.2836,8.761938
12,10,0,34.49284,1189.756,1.620944
18,10,1,27.50899,756.7445,6.049837
14,11,1,32.2179,1037.993,4.881423
12,10,1,1.099301,1.208462,10.48907
10,9,0,30.69962,942.4667,2.581953
10,10,0,4.132292,17.07584,9.936357
12,12,0,10.62183,112.8232,7.155292
18,9,0,32.53101,1058.267,3.099886
15,11,1,19.55215,382.2867,7.857931
12,12,1,8.166807,66.69674,11.90164
17,10,1,10.91357,119.106,12.26283
9,11,0,2.102918,4.422266,7.458431
11,11,0,25.20377,635.2302,4.640619
18,10,0,20.85074,434.7535,8.1659
11,11,1,23.37337,546.3146,6.562508
14,12,0,27.97853,782.7982,3.359122
15,10,1,28.39565,806.3129,5.551395
11,11,0,14.96127,223.8397,7.658753
10,10,1,7.235131,52.34713,8.975116
12,9,0,21.97741,483.0067,6.836296
13,10,1,34.63079,1199.291,2.084119
12,12,0,31.09889,967.1409,1.938123
12,9,0,33.43348,1117.798,-.0286743
17,10,1,31.32613,981.3264,6.572421
17,9,0,8.388872,70.37318,9.390806
11,11,0,29.4229,865.707,2.670897
12,11,0,30.88602,953.9463,3.61532
17,9,1,10.08943,101.7965,8.676085
10,10,0,8.508701,72.39799,10.40584
9,9,0,20.52514,421.2813,6.377531
11,11,1,31.55178,995.515,4.562766
15,11,0,12.55156,157.5417,9.975431
12,9,0,23.97249,574.6804,6.345769
12,12,1,33.11908,1096.874,2.645421
11,11,1,18.79965,353.4268,8.119224
16,11,1,8.401002,70.57684,9.186502
15,10,0,6.511091,42.3943,9.515634
17,11,0,19.83899,393.5856,6.237725
15,12,1,20.21457,408.6287,9.231528
12,11,0,4.123539,17.00358,9.383324
16,10,1,10.12668,102.5497,9.581084
18,12,0,24.22295,586.7515,8.029202
15,11,1,33.61343,1129.863,1.784492
9,9,0,1.759301,3.095141,8.513322
12,12,0,9.971419,99.42921,8.315403
11,10,0,33.61926,1130.255,1.587838
11,9,1,10.59707,112.298,9.029483
10,9,1,25.85284,668.3696,2.238261
13,10,1,30.33739,920.3574,5.164663
14,9,0,6.08937,37.08043,8.378995
11,11,1,27.96746,782.1788,3.605314
10,10,1,5.615757,31.53673,8.815948
10,10,0,13.63914,186.026,7.5067
16,12,0,8.522737,72.63704,8.987992
15,11,1,10.05101,101.0229,8.574869
12,12,0,12.166,148.0115,8.488553
18,10,1,29.44864,867.2225,7.404164
15,10,0,29.03487,843.0236,3.10835
12,12,0,24.3689,593.8435,4.885683
12,12,0,14.72026,216.6861,6.733497
16,9,0,7.194395,51.75932,8.332475
14,11,0,7.408799,54.8903,8.116975
10,10,0,25.58619,654.6533,4.78523
12,9,1,17.80006,316.8423,10.40332
11,9,0,23.51151,552.791,4.337698
13,12,0,31.70395,1005.141,1.54485
17,12,0,32.53256,1058.368,1.894243
12,11,0,20.50758,420.5608,5.376447
15,9,0,19.46159,378.7534,7.865066
11,11,1,23.73876,563.5286,6.217706
12,12,1,15.35716,235.8423,9.348493
12,10,0,1.450518,2.104003,9.831075
13,10,0,21.99827,483.9237,4.601558
11,11,1,25.85214,668.3329,2.469642
10,10,1,27.53663,758.2661,5.19215
11,11,0,15.62035,243.9953,6.86437
16,9,1,34.93119,1220.188,.880434
10,10,0,22.08182,487.6068,5.802716
13,10,0,8.200169,67.24277,7.131901
17,11,1,4.80286,23.06747,12.28079
10,11,0,29.34787,861.2976,2.801187
17,10,0,21.73811,472.5456,6.804243
14,11,0,21.43699,459.5444,6.529105
11,11,0,20.11028,404.4232,6.828622
11,11,1,14.08873,198.4922,8.184003
14,11,0,10.53947,111.0804,9.020638
15,10,1,25.29042,639.6053,6.365329
18,9,0,31.52108,993.5785,3.753237
18,10,1,3.670792,13.47471,12.95843
15,9,0,31.079,965.9042,2.921974
11,11,0,11.99279,143.827,7.662102
9,9,1,16.00706,256.2258,6.163764
9,9,1,23.67897,560.6935,7.394246
17,10,0,32.17415,1035.176,2.328859
15,12,0,2.781242,7.735309,8.767722
9,11,1,13.02822,169.7345,7.454903
14,11,1,5.50549,30.31042,8.179812
16,9,1,26.36984,695.3685,6.18532
18,10,0,28.74177,826.0895,5.932183
16,12,1,20.39032,415.765,8.163695
11,11,1,3.380083,11.42496,7.627912
12,11,0,1.278537,1.634657,10.74832
12,11,0,23.0787,532.6263,5.562189
16,9,1,8.078178,65.25697,9.233113
13,9,1,32.03852,1026.467,3.283
13,10,1,11.26207,126.8342,11.70421
11,11,0,23.56445,555.2834,3.589408
11,11,1,27.69064,766.7715,5.655342
17,9,0,6.291185,39.57901,11.78273
13,10,1,15.37253,236.3148,8.88987
12,11,0,22.18933,492.3666,5.674726
17,11,1,18.12538,328.5295,10.57278
14,10,1,17.367,301.6129,11.74779
16,11,0,9.217745,84.96682,8.114177
11,10,0,9.592115,92.00867,7.349695
11,11,1,10.51193,110.5007,8.599225
11,10,1,6.995724,48.94016,10.65748
11,10,0,30.65708,939.8566,4.256397
14,12,0,23.76811,564.9232,5.177162
14,12,0,20.89135,436.4485,5.486722
17,9,1,30.7907,948.0674,5.347226
9,9,0,10.77239,116.0443,8.124764
16,11,1,9.300281,86.49522,11.58219
16,11,0,29.56687,874.1996,3.808659
14,12,1,19.12936,365.9323,8.785049
10,9,0,8.916539,79.50467,7.716743
17,10,1,14.06508,197.8264,10.6529
17,11,1,13.82506,191.1323,10.97356
16,10,0,10.90546,118.9291,7.732987
12,10,1,13.38984,179.2877,9.544953
17,12,0,34.47342,1188.416,2.130281
14,11,1,11.56874,133.8358,10.11438
15,11,1,29.19869,852.5637,2.360386
16,10,1,2.938931,8.637313,11.66039
12,11,0,26.09121,680.7513,6.890582
12,11,1,27.9464,781.0013,5.648102
11,11,1,20.78366,431.9607,6.661686
15,12,0,33.7197,1137.018,4.449264
10,10,1,27.17828,738.6589,2.726051
14,10,1,30.46982,928.4099,5.4076
17,10,1,34.75242,1207.731,2.613611
10,9,0,20.37286,415.0534,6.280726
16,9,1,21.5991,466.5211,8.713821
14,10,0,21.53679,463.8332,6.947247
15,9,1,21.43037,459.2608,7.615693
11,11,0,2.737644,7.494697,9.682727
15,10,0,27.7426,769.652,4.21432
9,9,0,8.552655,73.14791,8.005994
17,10,0,32.00384,1024.246,3.767001
10,10,1,23.72072,562.6727,3.419496
14,11,1,1.919827,3.685736,11.60471
15,12,0,23.57891,555.9651,6.010101
12,10,0,21.45145,460.1646,6.47679
11,11,0,28.7619,827.2471,3.913213
16,11,1,15.4535,238.8106,7.89073
16,9,0,34.90512,1218.367,.6442496
13,11,0,34.82205,1212.575,1.733399
16,10,0,24.95674,622.8389,4.067784
8,11,1,21.27617,452.6753,6.973208
16,10,1,9.227541,85.14751,10.36237
14,12,0,30.70575,942.8431,2.24102
13,10,1,1.350952,1.82507,11.04875
11,11,0,24.90654,620.3358,4.318262
14,10,1,27.93459,780.3414,6.390134
10,10,1,21.63267,467.9726,6.150222
12,10,0,13.93582,194.2071,8.163139
18,10,1,10.87436,118.2517,10.98373
16,9,1,3.139101,9.853957,9.252192
10,10,0,16.48808,271.8567,9.891071
18,12,1,16.25263,264.148,7.659917
16,9,1,21.58186,465.7765,8.206729
11,11,1,10.97642,120.4818,11.60873
11,11,0,6.423895,41.26643,8.071555
14,10,0,24.11569,581.5664,4.853762
13,10,0,18.7852,352.8838,6.003168
13,12,0,4.336495,18.80519,8.760342
17,10,1,7.106558,50.50317,10.70344
9,9,0,27.94925,781.1606,2.974083
12,12,0,31.90773,1018.103,2.813619
17,11,0,24.37491,594.1364,4.802225
12,11,0,29.68895,881.4335,3.963248
17,10,1,22.73609,516.9296,6.194962
12,10,0,6.655677,44.29804,8.13362
14,9,0,5.974699,35.69703,9.054156
12,12,1,19.88459,395.3968,6.238388
11,11,0,25.92141,671.9194,3.993113
11,11,0,10.85013,117.7253,10.80209
15,10,0,13.16123,173.218,7.709161
9,10,0,8.071163,65.14368,7.597798
12,11,0,3.134885,9.827506,7.973642
16,10,0,17.75129,315.1084,7.606705
12,10,1,1.631969,2.663323,11.03762
17,11,0,6.77682,45.92529,5.95609
16,9,1,2.16262,4.676926,10.77255
17,11,0,6.883685,47.38512,8.047171
15,10,1,30.44396,926.8345,2.287698
15,10,1,1.874249,3.512807,13.2899
12,12,0,17.68372,312.7138,8.424584
12,10,0,4.705394,22.14073,7.201342
11,11,1,26.98956,728.4365,4.76356
12,10,1,6.857757,47.02883,11.29237
12,11,1,16.8361,283.4541,9.174089
14,11,1,33.94966,1152.579,3.650257
14,12,1,25.98215,675.0719,5.31882
12,12,1,4.589416,21.06274,9.944948
16,10,1,33.72074,1137.088,4.950561
11,11,0,20.05237,402.0975,6.766211
13,12,1,2.839735,8.064093,10.00243
13,12,1,5.653153,31.95814,11.43318
13,12,0,30.92622,956.4313,.23994
14,10,0,16.48486,271.7505,5.948601
11,11,0,22.63527,512.3554,3.403451
12,10,1,21.84083,477.0218,8.847512
9,11,0,24.81309,615.6896,5.010232
10,10,1,24.56845,603.6085,5.826507
17,11,1,11.80356,139.3241,9.164194
16,11,1,3.548641,12.59285,10.29179
12,9,0,14.87641,221.3076,8.18495
15,10,1,24.30126,590.5515,8.251097
17,11,0,15.50617,240.4413,8.00002
15,11,0,30.68929,941.8325,3.227556
18,9,1,11.20945,125.6519,11.15916
10,9,1,8.895433,79.12874,8.722395
18,10,1,21.81665,475.9662,10.10434
14,10,0,33.49365,1121.824,3.914329
12,10,0,27.70832,767.751,4.22837
15,11,0,16.64697,277.1216,7.09481
16,11,0,30.24002,914.4585,4.279004
17,9,0,23.17089,536.8902,7.08633
14,11,0,10.99436,120.8759,8.95379
15,9,0,19.48268,379.575,9.071119
11,11,1,19.81863,392.7782,7.523107
14,10,1,17.65519,311.7058,9.64148
11,10,0,6.789244,46.09384,8.569118
11,11,1,26.95953,726.8162,3.454138
15,11,0,20.75762,430.8787,4.83275
13,11,1,16.39451,268.7801,8.154418
14,11,1,32.59731,1062.585,5.393907
9,9,1,32.98094,1087.742,3.408098
11,11,1,2.690036,7.236293,10.51287
12,12,0,16.18541,261.9676,6.35777
13,11,1,6.041629,36.50129,10.64583
16,11,1,21.80453,475.4376,5.565464
16,11,1,29.2885,857.8163,5.638896
13,11,1,21.95031,481.8163,6.897079
13,10,0,11.69853,136.8555,8.249974
10,9,1,6.153425,37.86464,10.55485
10,10,0,23.98019,575.0494,5.474433
13,9,0,29.53165,872.1184,5.70657
16,11,1,24.62189,606.2377,9.217483
12,12,0,32.3328,1045.41,2.051461
18,12,0,33.24576,1105.281,2.961636
12,10,1,19.23109,369.8347,6.713849
14,11,1,17.7371,314.6049,8.697943
17,10,1,2.203667,4.856148,11.58559
13,12,0,29.93715,896.2332,2.245839
15,11,1,10.61155,112.605,8.513544
10,10,1,23.73133,563.1758,5.04129
16,9,0,11.37188,129.3197,10.75502
18,11,0,19.91013,396.4133,6.294435
13,11,0,9.849328,97.00926,7.802786
13,11,1,7.478065,55.92146,9.979253
17,10,0,3.685864,13.58559,8.012353
10,10,1,22.4934,505.9532,7.1733
12,10,0,21.53578,463.7896,5.259522
11,11,1,24.68179,609.1908,5.121154
16,12,1,25.48709,649.5918,9.013962
14,11,1,23.85803,569.2054,5.829608
11,9,0,25.91313,671.4905,5.078436
15,11,1,7.234126,52.33257,10.90468
13,10,1,23.1706,536.8766,6.756443
12,12,0,16.38709,268.5367,8.198024
17,11,1,3.004505,9.027053,12.10196
9,9,1,27.7832,771.9063,5.702466
11,11,1,16.13947,260.4823,9.574175
12,10,1,33.49259,1121.754,2.507107
10,10,1,13.67655,187.0481,10.03192
11,11,0,31.78932,1010.561,.7728723
14,11,0,28.47371,810.7522,5.387452
16,10,1,23.6318,558.462,5.94972
12,12,0,4.588518,21.05449,9.505664
10,10,0,6.566757,43.1223,7.363845
13,10,0,28.13095,791.3501,3.346491
17,11,1,7.936521,62.98837,14.29649
16,11,1,9.716401,94.40845,11.48532
15,11,0,19.57349,383.1214,7.262184
18,10,0,22.84135,521.7271,6.556835
13,11,0,17.60701,310.0069,8.636574
13,10,1,33.25817,1106.106,2.020154
12,10,0,1.597925,2.553365,8.751902
10,10,0,2.093947,4.384615,8.558283
14,9,0,30.23042,913.8784,.9090846
16,12,0,16.46286,271.0259,7.275198
12,12,0,4.372132,19.11554,7.7523
13,9,1,10.12335,102.4823,11.17785
11,11,1,26.99889,728.9402,5.664047
16,10,0,2.427045,5.890546,9.43141
10,10,0,6.565159,43.10131,6.377055
15,12,0,5.831414,34.00539,10.24686
15,9,0,18.61303,346.4449,6.62857
11,11,0,32.14273,1033.155,-1.547374
14,10,1,34.05761,1159.921,3.268963
10,10,1,3.838803,14.73641,10.55117
11,11,1,6.369738,40.57356,10.76048
9,10,0,11.87259,140.9584,9.013656
10,10,1,15.86206,251.605,9.108639
9,9,0,16.01372,256.4393,6.864648
11,10,0,24.77837,613.9674,5.749575
14,10,0,6.474199,41.91526,7.007267
16,10,1,6.660368,44.3605,9.161348
13,11,1,4.636736,21.49932,9.850234
11,11,0,27.89029,777.8683,2.626651
10,10,0,26.48235,701.3146,5.204854
11,10,1,10.91811,119.2052,7.093476
12,11,0,33.99002,1155.321,.4203996
10,11,1,22.52796,507.5092,8.797196
12,12,1,24.94395,622.2009,5.817841
16,11,1,23.45768,550.2629,6.770821
11,11,1,22.49244,505.9098,3.366364
12,12,1,25.03593,626.7979,3.484123
16,9,0,4.416521,19.50566,9.290038
10,10,1,18.63653,347.3203,8.193326
11,11,0,11.24063,126.3517,6.469076
17,9,0,30.39759,924.0133,1.344365
11,11,1,6.905985,47.69263,9.640471
12,10,1,23.47245,550.9558,5.208469
11,9,1,29.09751,846.6649,2.510135
15,11,1,28.83712,831.5795,6.813971
16,10,1,23.47019,550.8498,8.25516
15,11,0,13.3606,178.5055,8.11905
15,11,0,14.66709,215.1236,8.458738
8,10,0,18.07833,326.8261,7.833978
17,12,0,3.218456,10.35846,9.890948
10,10,1,5.262197,27.69072,11.72758
10,10,0,13.3071,177.0788,8.715509
11,10,0,5.362339,28.75468,9.543267
13,10,0,29.67516,880.6151,3.03494
13,11,1,26.15494,684.0811,7.763662
14,11,0,8.775491,77.00924,6.456996
12,9,1,10.85762,117.888,8.929256
16,10,1,24.95999,623.0011,6.965477
15,10,0,20.84799,434.6386,7.052438
11,11,0,4.703557,22.12344,10.13019
12,12,1,6.2622,39.21515,8.773888
14,11,0,6.659475,44.34861,10.1133
14,10,0,14.89723,221.9276,8.046214
16,10,1,14.67448,215.3403,9.206499
13,12,1,21.48809,461.7379,9.693021
13,10,1,7.042529,49.59722,10.46283
13,11,0,31.09366,966.8156,6.294488
13,10,0,30.0027,900.1618,2.273136
14,10,1,33.41706,1116.7,.6170874
9,9,0,5.723783,32.76169,10.32121
12,12,1,17.80299,316.9465,8.485077
12,12,1,27.75009,770.0677,3.742062
15,12,1,19.88654,395.4745,8.029145
11,11,1,17.61709,310.362,7.13985
14,12,0,26.4417,699.1635,6.040384
10,10,0,14.12236,199.4409,8.63241
10,10,1,34.12214,1164.32,4.118332
16,11,0,26.08613,680.4861,4.199558
10,10,1,1.949367,3.800031,9.63869
12,12,1,1.883014,3.545743,9.320806
10,9,1,27.51837,757.2609,4.07577
9,9,0,3.21041,10.30673,8.977271
12,11,1,11.01471,121.3239,8.776461
11,11,1,17.0065,289.221,7.70997
16,9,1,31.85033,1014.444,5.48205
11,11,0,17.27519,298.4322,6.690379
13,11,0,21.84409,477.1643,2.867331
17,10,1,19.08728,364.3242,8.553638
18,11,0,26.50883,702.7181,5.129943
17,12,1,29.18955,852.0301,5.207413
10,9,1,26.25696,689.4279,5.878589
16,12,0,6.401525,40.97952,9.393611
10,10,0,23.40522,547.8041,4.647748
10,9,1,17.84481,318.4373,7.70598
15,12,0,29.37241,862.7382,5.542371
15,11,0,19.33649,373.8999,7.913919
12,10,1,26.06803,679.5422,6.607691
12,12,0,19.42422,377.3001,5.106858
12,9,0,20.49321,419.9715,5.922736
18,12,0,8.565601,73.36953,8.014355
13,10,1,33.83322,1144.687,5.143858
17,9,0,32.5643,1060.433,1.413039
13,10,0,26.86424,721.6872,5.462925
13,12,0,25.00119,625.0594,5.7754
15,11,1,5.276035,27.83655,6.797118
14,11,0,8.701431,75.7149,8.545944
11,10,1,24.40017,595.3682,6.172156
11,11,0,19.41182,376.8187,7.063015
11,9,0,27.24373,742.2208,5.147547
12,12,0,32.1542,1033.893,1.250741
17,10,1,7.710745,59.45559,10.23755
11,11,1,22.56202,509.0446,6.692992
15,12,1,14.84721,220.4397,9.040024
12,12,0,4.376588,19.15453,7.885197
10,9,0,17.46218,304.9276,7.371006
16,11,1,15.38018,236.5498,11.60427
18,11,1,24.01055,576.5064,7.339111
13,11,1,4.075338,16.60838,10.07165
10,10,1,24.48227,599.3816,5.224773
13,10,1,14.73102,217.0029,11.02375
12,12,1,16.16562,261.3273,7.255009
13,10,0,18.77622,352.5466,6.397414
16,12,1,7.954759,63.27819,9.429507
16,10,0,20.80821,432.9816,9.087276
13,11,1,17.92228,321.208,10.96429
10,11,0,1.98714,3.948727,8.733057
10,10,0,24.73776,611.9568,6.266319
11,11,1,29.69202,881.616,6.813929
9,9,1,14.14044,199.952,7.222451
13,10,1,22.34517,499.3067,8.045751
17,11,1,14.52869,211.0827,11.44566
10,9,0,14.45205,208.8617,7.054129
9,9,1,21.78331,474.5124,7.913994
13,11,0,29.80609,888.403,3.613775
17,10,1,5.38759,29.02612,9.852213
14,12,1,6.478652,41.97293,11.41426
14,12,1,10.7506,115.5755,12.12681
16,11,0,1.93369,3.739156,8.682463
18,9,0,1.972215,3.889634,8.9544
11,11,0,21.42847,459.1792,6.796154
16,11,1,30.14898,908.9612,5.097721
18,10,1,21.94161,481.4341,8.114432
11,11,0,26.81848,719.2311,5.330191
15,12,1,15.84897,251.1898,11.2296
8,11,1,34.62104,1198.616,2.322383
12,12,1,20.48153,419.493,7.160088
15,10,0,1.582739,2.505062,8.884321
13,11,0,9.049965,81.90186,10.1236
11,11,0,5.223288,27.28274,6.176147
10,9,1,4.120699,16.98016,10.44056
11,11,0,7.564205,57.21719,8.075749
10,10,1,25.51702,651.1186,7.449847
13,11,0,17.56413,308.4987,3.512279
11,10,1,17.11729,293.0015,7.509801
14,12,0,13.94427,194.4428,9.64729
15,10,0,33.41991,1116.89,.3658147
8,9,1,8.905561,79.30902,10.48298
10,10,0,22.47334,505.0511,5.397427
10,10,0,30.66003,940.0377,2.816861
12,12,1,9.218935,84.98876,10.17945
14,12,0,1.383465,1.913976,9.154288
11,11,0,14.79561,218.91,8.9849
18,10,0,27.29184,744.8444,2.722343
17,10,1,12.72992,162.0509,9.210463
17,10,1,34.96866,1222.807,3.641487
17,10,1,27.24684,742.3903,5.623762
17,10,1,25.88976,670.2799,6.830525
14,10,0,25.71396,661.2079,4.954273
15,9,0,30.92262,956.2083,4.149296
15,11,1,16.75861,280.8511,9.123427
11,11,1,20.91413,437.4009,7.335531
13,12,1,31.80183,1011.356,4.44601
11,12,0,5.324103,28.34607,8.077184
18,10,0,30.58101,935.1982,5.273027
11,11,1,29.80606,888.4011,4.399252
14,11,0,12.18775,148.5413,6.752643
9,9,0,18.69504,349.5046,7.004229
12,10,0,8.887406,78.98599,6.918724
14,10,1,28.38533,805.7272,6.542725
12,12,0,30.1849,911.1282,2.485082
13,10,0,9.791937,95.88203,5.862795
16,10,1,34.43763,1185.95,3.158732
11,11,1,34.30285,1176.685,.6054645
18,10,0,13.29633,176.7924,9.455272
17,9,0,2.991158,8.947027,10.36022
14,11,1,17.03875,290.319,7.246502
10,9,0,31.72509,1006.481,2.892927
17,9,0,18.76212,352.0172,7.684484
13,10,0,9.255148,85.65776,9.856504
8,11,1,24.77332,613.7175,6.677905
17,10,1,8.923949,79.63687,11.03924
14,11,0,9.841349,96.85214,8.883213
17,11,0,6.23063,38.82075,7.653521
12,10,0,32.26435,1040.988,.6774903
16,11,0,9.992678,99.85361,8.864365
12,10,0,2.975875,8.855831,9.575819
16,11,1,27.62517,763.1501,7.634265
16,10,1,30.3615,921.8206,4.573511
12,9,0,28.85953,832.8722,4.036507
17,11,0,24.50532,600.5106,6.252859
17,10,0,28.07482,788.1954,3.414085
12,12,0,5.746085,33.01749,9.777276
13,11,0,32.93341,1084.609,2.100866
17,12,1,6.743577,45.47584,11.14053
16,11,1,29.28353,857.5251,4.407527
13,9,0,2.030635,4.123479,8.771445
13,11,0,18.22864,332.2833,7.941191
16,10,1,17.42779,303.7279,9.183842
17,12,0,27.14692,736.9551,5.196424
14,10,0,27.27026,743.6672,5.167112
14,10,1,11.30212,127.7378,10.53718
11,9,0,18.91885,357.9228,5.756358
10,10,1,14.85426,220.6491,9.081092
14,10,1,20.61252,424.8762,7.979242
18,10,0,22.21094,493.3257,4.567934
18,9,1,13.7526,189.134,10.32902
15,11,1,12.49547,156.1367,9.661096
16,11,0,26.58099,706.5491,6.417618
13,11,1,26.51085,702.8251,4.811624
13,11,1,22.96414,527.3518,7.00843
10,9,1,8.658293,74.96603,7.815998
12,12,0,20.35651,414.3874,8.215012
16,12,1,24.36337,593.5737,4.530205
14,12,1,20.83209,433.976,7.774883
15,9,0,5.551348,30.81746,9.954599
16,10,1,11.53551,133.068,13.10347
17,12,1,7.623281,58.11441,12.08677
16,12,1,9.466948,89.62309,11.12176
18,11,1,6.451341,41.6198,9.54389
12,9,0,8.632679,74.52315,9.426957
11,11,0,24.58906,604.6218,4.562409
17,11,0,30.24689,914.8744,2.072443
18,10,0,7.046886,49.65861,11.833
9,9,1,14.471,209.4097,10.76746
12,12,0,29.49939,870.214,3.647439
13,10,1,5.983061,35.79702,11.55455
12,12,1,23.96029,574.0955,6.712517
14,10,0,28.81859,830.5112,3.35924
12,12,0,3.339025,11.14909,7.996687
15,12,1,15.52282,240.9581,10.42359
17,11,1,12.39697,153.6849,12.06066
14,11,1,5.314394,28.24278,8.981655
11,10,0,29.6763,880.6826,3.21672
17,11,1,30.20178,912.1473,5.744948
10,10,1,15.44603,238.5798,7.231235
13,10,0,7.214814,52.05354,7.944206
11,11,0,13.88228,192.7177,7.101332
16,10,1,30.77163,946.8933,4.235407
12,12,1,21.85721,477.7375,8.998758
15,10,1,13.16902,173.4231,8.499458
12,10,1,21.38271,457.2204,7.562657
17,11,1,22.19555,492.6422,6.856358
17,10,1,22.49195,505.888,8.760841
14,9,1,13.3173,177.3504,8.399988
11,11,0,3.774071,14.24361,7.740819
16,11,0,11.20924,125.6471,9.904572
16,9,0,28.40796,807.0125,5.695478
15,12,0,31.65614,1002.111,3.111339
12,9,1,10.39697,108.0971,9.992144
12,10,0,32.19273,1036.372,2.54304
17,11,0,23.77841,565.4128,5.703293
14,11,0,25.49804,650.15,6.419493
15,12,0,32.2058,1037.214,1.680101
9,10,1,28.65967,821.3766,5.103837
14,10,1,27.25326,742.7402,5.841278
14,10,0,12.96942,168.2058,7.620822
14,11,0,22.31881,498.1291,6.465697
10,10,1,5.469552,29.91599,10.29033
17,11,1,22.35363,499.6847,7.859126
12,12,0,14.45624,208.983,6.492788
14,11,1,18.27776,334.0765,8.264803
17,12,0,21.72531,471.989,7.073377
10,10,1,25.60137,655.4304,5.244545
14,11,1,24.20403,585.8348,6.737176
11,10,1,1.714102,2.938144,9.542475
14,11,0,10.05524,101.1079,8.317781
11,11,1,32.25534,1040.407,2.390283
13,11,1,32.53255,1058.367,2.54233
12,12,0,10.93036,119.4727,10.20712
12,10,1,25.70564,660.7798,8.555877
10,11,0,13.00147,169.0381,7.052176
16,10,0,10.38738,107.8977,8.097888
11,11,0,28.4,806.5598,3.614899
17,9,1,15.62659,244.1902,8.427291
14,9,1,32.20752,1037.324,3.066183
9,9,0,26.19453,686.1532,2.176152
13,11,0,4.059963,16.4833,9.14232
12,10,1,25.72058,661.5482,6.801972
15,10,1,7.508565,56.37855,10.42389
13,11,0,25.36029,643.1445,6.326622
12,12,0,25.87299,669.4114,3.015752
12,12,1,17.90876,320.7235,8.333555
12,12,1,9.478886,89.84927,11.35608
17,12,0,26.09476,680.9368,6.0346
15,9,1,4.86541,23.67221,9.659827
15,12,1,24.28481,589.7521,5.672711
11,11,1,11.93707,142.4936,8.274867
17,9,1,8.466039,71.67381,8.958754
14,10,0,3.140549,9.86305,10.20379
17,10,1,7.419102,55.04307,10.66842
11,10,0,33.73902,1138.322,2.200568
10,10,0,12.33505,152.1534,6.096258
12,10,0,30.27807,916.7617,2.400021
13,9,1,13.67353,186.9654,7.439749
17,9,1,25.81162,666.2397,8.231275
10,10,0,24.83277,616.6665,4.413435
11,10,0,20.73107,429.7773,7.017818
11,11,0,20.75366,430.7145,6.834263
12,12,0,3.834494,14.70335,9.179984
11,11,0,22.14319,490.321,5.734806
16,11,0,6.98918,48.84863,11.252
14,12,0,15.97871,255.3193,8.380619
14,11,0,2.366209,5.598946,8.964168
16,9,1,21.97294,482.8102,8.037315
15,11,0,5.727418,32.80332,10.54047
17,10,0,10.50687,110.3943,7.371257
15,11,0,1.881856,3.541381,9.898188
16,11,1,6.79426,46.16197,8.733152
17,10,0,15.58476,242.8849,7.617686
14,11,0,29.49399,869.8956,3.150455
14,9,1,29.15023,849.7358,2.681632
17,12,1,28.42394,807.9204,6.618134
14,11,1,5.128037,26.29677,9.946011
10,10,1,23.66005,559.7979,7.635559
12,10,1,9.409662,88.54174,8.164884
18,11,0,28.66982,821.9584,5.438755
17,11,1,27.94776,781.0773,5.360536
9,9,0,11.09375,123.0714,8.666409
14,10,1,23.5112,552.7767,7.714106
11,10,0,33.30859,1109.462,.7620981
12,10,0,4.80943,23.13061,9.289387
17,9,1,7.788962,60.66793,11.60106
12,11,1,2.310954,5.340508,10.84776
13,11,1,29.01742,842.0106,4.099328
10,10,0,6.937839,48.13361,7.671083
10,10,1,19.07905,364.0103,6.697165
12,12,0,26.68155,711.9054,5.200452
16,11,1,2.637472,6.956258,11.90373
12,11,0,17.67384,312.3645,6.693493
16,12,0,21.86266,477.976,5.480348
17,10,0,4.697298,22.06461,10.88009
11,11,0,15.16936,230.1094,7.942619
12,10,1,19.98262,399.3051,10.22698
13,9,1,13.21601,174.6628,9.619709
12,10,1,30.16275,909.7916,2.716779
13,11,1,21.387,457.404,8.020878
14,9,0,32.21991,1038.123,2.808479
12,12,1,19.64211,385.8125,8.847351
17,10,1,33.10807,1096.145,5.87989
10,10,1,23.01905,529.8767,6.622751
11,11,1,18.87632,356.3155,7.347317
16,11,1,5.400258,29.16278,10.55388
18,11,1,24.44342,597.4808,8.171085
12,11,0,28.33915,803.1072,3.773838
13,10,0,8.521047,72.60824,9.319562
10,10,0,26.36777,695.2593,5.715802
12,11,0,21.03963,442.666,7.989752
14,11,0,9.298452,86.46122,9.077109
13,9,1,22.84993,522.1192,7.97045
13,11,1,28.29749,800.7477,4.990704
16,9,0,25.58084,654.3793,5.296191
14,11,1,34.86187,1215.35,3.293562
12,11,1,21.6055,466.7979,8.221502
15,9,0,4.210663,17.72968,9.253958
12,11,1,9.539207,90.99648,10.0603
14,10,1,7.155684,51.20381,11.66133
17,11,1,24.75979,613.0471,7.134419
13,9,1,34.11622,1163.916,2.771311
10,10,1,10.35316,107.1879,11.88556
11,11,1,24.15967,583.6898,7.153181
14,10,1,24.23774,587.468,5.86696
13,11,0,11.83296,140.019,9.270091
17,11,1,2.836906,8.048034,11.39295
12,12,1,1.484973,2.205146,10.67536
